InstrumentID, TradingDay, UpdateTime, UpdateMillisec, LastPrice
ag2012,20200617,21:01:04,0,4251
ag2012,20200617,21:01:04,500,4251
ag2012,20200617,21:01:05,0,4252
ag2012,20200617,21:01:05,500,4251
ag2012,20200617,21:01:06,0,4252
ag2012,20200617,21:01:06,500,4252
ag2012,20200617,21:01:07,0,4252
ag2012,20200617,21:01:07,500,4252
ag2012,20200617,21:01:08,0,4252
ag2012,20200617,21:01:08,500,4252
ag2012,20200617,21:01:09,0,4252
ag2012,20200617,21:01:09,500,4252
ag2012,20200617,21:01:10,0,4252
ag2012,20200617,21:01:10,500,4252
ag2012,20200617,21:01:11,0,4252
ag2012,20200617,21:01:11,500,4252
ag2012,20200617,21:01:12,0,4251
ag2012,20200617,21:01:12,500,4251
ag2012,20200617,21:01:13,0,4252
ag2012,20200617,21:01:13,500,4252
ag2012,20200617,21:01:14,0,4251
ag2012,20200617,21:01:14,500,4251
ag2012,20200617,21:01:15,0,4252
ag2012,20200617,21:01:15,500,4252
ag2012,20200617,21:01:16,0,4251
ag2012,20200617,21:01:16,500,4251
ag2012,20200617,21:01:17,0,4251
ag2012,20200617,21:01:17,500,4251
ag2012,20200617,21:01:18,0,4251
ag2012,20200617,21:01:18,500,4251
ag2012,20200617,21:01:19,0,4253
ag2012,20200617,21:01:19,500,4253
ag2012,20200617,21:01:20,0,4252
ag2012,20200617,21:01:20,500,4252
ag2012,20200617,21:01:21,0,4252
ag2012,20200617,21:01:21,500,4252
ag2012,20200617,21:01:22,0,4253
ag2012,20200617,21:01:22,500,4252
ag2012,20200617,21:01:23,0,4252
ag2012,20200617,21:01:23,500,4252
ag2012,20200617,21:01:24,0,4252
ag2012,20200617,21:01:24,500,4252
ag2012,20200617,21:01:25,0,4252
ag2012,20200617,21:01:25,500,4252
ag2012,20200617,21:01:26,0,4252
ag2012,20200617,21:01:26,500,4252
ag2012,20200617,21:01:27,0,4251
ag2012,20200617,21:01:27,500,4251
ag2012,20200617,21:01:28,0,4251
ag2012,20200617,21:01:28,500,4251
ag2012,20200617,21:01:29,0,4252
ag2012,20200617,21:01:29,500,4252
ag2012,20200617,21:01:30,0,4252
ag2012,20200617,21:01:30,500,4251
ag2012,20200617,21:01:31,0,4251
ag2012,20200617,21:01:31,500,4252
ag2012,20200617,21:01:32,0,4252
ag2012,20200617,21:01:32,500,4252
ag2012,20200617,21:01:33,0,4252
ag2012,20200617,21:01:33,500,4251
ag2012,20200617,21:01:34,0,4251
ag2012,20200617,21:01:34,500,4250
ag2012,20200617,21:01:35,0,4251
ag2012,20200617,21:01:35,500,4251
ag2012,20200617,21:01:36,0,4251
ag2012,20200617,21:01:36,500,4251
ag2012,20200617,21:01:37,0,4251
ag2012,20200617,21:01:37,500,4252
ag2012,20200617,21:01:38,0,4251
ag2012,20200617,21:01:38,500,4251
ag2012,20200617,21:01:39,0,4251
ag2012,20200617,21:01:39,500,4251
ag2012,20200617,21:01:40,0,4250
ag2012,20200617,21:01:40,500,4251
ag2012,20200617,21:01:41,0,4250
ag2012,20200617,21:01:41,500,4250
ag2012,20200617,21:01:42,0,4250
ag2012,20200617,21:01:42,500,4250
ag2012,20200617,21:01:43,0,4250
ag2012,20200617,21:01:43,500,4250
ag2012,20200617,21:01:44,0,4249
ag2012,20200617,21:01:44,500,4249
ag2012,20200617,21:01:45,0,4250
ag2012,20200617,21:01:45,500,4250
ag2012,20200617,21:01:46,0,4250
ag2012,20200617,21:01:46,500,4250
ag2012,20200617,21:01:47,0,4249
ag2012,20200617,21:01:47,500,4249
ag2012,20200617,21:01:48,0,4248
ag2012,20200617,21:01:48,500,4248
ag2012,20200617,21:01:49,0,4248
ag2012,20200617,21:01:49,500,4249
ag2012,20200617,21:01:50,0,4247
ag2012,20200617,21:01:50,500,4248
ag2012,20200617,21:01:51,0,4249
ag2012,20200617,21:01:51,500,4249
ag2012,20200617,21:01:52,0,4248
ag2012,20200617,21:01:52,500,4248
ag2012,20200617,21:01:53,0,4248
ag2012,20200617,21:01:53,500,4248
ag2012,20200617,21:01:54,0,4248
ag2012,20200617,21:01:54,500,4248
ag2012,20200617,21:01:55,0,4248
ag2012,20200617,21:01:55,500,4248
ag2012,20200617,21:01:56,0,4248
ag2012,20200617,21:01:56,500,4249
ag2012,20200617,21:01:57,0,4249
ag2012,20200617,21:01:57,500,4249
ag2012,20200617,21:01:58,0,4249
ag2012,20200617,21:01:58,500,4248
ag2012,20200617,21:01:59,0,4249
ag2012,20200617,21:01:59,500,4250
ag2012,20200617,21:02:00,0,4250
ag2012,20200617,21:02:00,500,4250
ag2012,20200617,21:02:01,0,4249
ag2012,20200617,21:02:01,500,4249
ag2012,20200617,21:02:02,0,4249
ag2012,20200617,21:02:02,500,4249
ag2012,20200617,21:02:03,0,4249
ag2012,20200617,21:02:03,500,4249
ag2012,20200617,21:02:04,0,4248
ag2012,20200617,21:02:04,500,4249
ag2012,20200617,21:02:05,0,4249
ag2012,20200617,21:02:05,500,4248
ag2012,20200617,21:02:06,0,4249
ag2012,20200617,21:02:06,500,4247
ag2012,20200617,21:02:07,0,4248
ag2012,20200617,21:02:07,500,4248
ag2012,20200617,21:02:08,0,4248
ag2012,20200617,21:02:08,500,4248
ag2012,20200617,21:02:09,0,4248
ag2012,20200617,21:02:09,500,4249
ag2012,20200617,21:02:10,0,4248
ag2012,20200617,21:02:10,500,4248
ag2012,20200617,21:02:11,0,4248
ag2012,20200617,21:02:11,500,4248
ag2012,20200617,21:02:12,0,4248
ag2012,20200617,21:02:12,500,4248
ag2012,20200617,21:02:13,0,4248
ag2012,20200617,21:02:13,500,4247
ag2012,20200617,21:02:14,0,4247
ag2012,20200617,21:02:14,500,4248
ag2012,20200617,21:02:15,0,4247
ag2012,20200617,21:02:15,500,4247
ag2012,20200617,21:02:16,0,4247
ag2012,20200617,21:02:16,500,4248
ag2012,20200617,21:02:17,0,4247
ag2012,20200617,21:02:17,500,4247
ag2012,20200617,21:02:18,0,4247
ag2012,20200617,21:02:18,500,4247
ag2012,20200617,21:02:19,0,4247
ag2012,20200617,21:02:19,500,4246
ag2012,20200617,21:02:20,0,4246
ag2012,20200617,21:02:20,500,4246
ag2012,20200617,21:02:21,0,4245
ag2012,20200617,21:02:21,500,4246
ag2012,20200617,21:02:22,0,4246
ag2012,20200617,21:02:22,500,4247
ag2012,20200617,21:02:23,0,4247
ag2012,20200617,21:02:23,500,4246
ag2012,20200617,21:02:24,0,4246
ag2012,20200617,21:02:24,500,4246
ag2012,20200617,21:02:25,0,4246
ag2012,20200617,21:02:25,500,4245
ag2012,20200617,21:02:26,0,4246
ag2012,20200617,21:02:26,500,4246
ag2012,20200617,21:02:27,0,4245
ag2012,20200617,21:02:27,500,4246
ag2012,20200617,21:02:28,0,4245
ag2012,20200617,21:02:28,500,4246
ag2012,20200617,21:02:29,0,4246
ag2012,20200617,21:02:29,500,4246
ag2012,20200617,21:02:30,0,4247
ag2012,20200617,21:02:30,500,4246
ag2012,20200617,21:02:31,0,4246
ag2012,20200617,21:02:31,500,4247
ag2012,20200617,21:02:32,0,4246
ag2012,20200617,21:02:32,500,4247
ag2012,20200617,21:02:33,0,4246
ag2012,20200617,21:02:33,500,4246
ag2012,20200617,21:02:34,0,4246
ag2012,20200617,21:02:34,500,4246
ag2012,20200617,21:02:35,0,4246
ag2012,20200617,21:02:35,500,4246
ag2012,20200617,21:02:36,0,4247
ag2012,20200617,21:02:36,500,4247
ag2012,20200617,21:02:37,0,4247
ag2012,20200617,21:02:37,500,4247
ag2012,20200617,21:02:38,0,4247
ag2012,20200617,21:02:38,500,4247
ag2012,20200617,21:02:39,0,4247
ag2012,20200617,21:02:39,500,4247
ag2012,20200617,21:02:40,0,4247
ag2012,20200617,21:02:40,500,4247
ag2012,20200617,21:02:41,0,4248
ag2012,20200617,21:02:41,500,4247
ag2012,20200617,21:02:42,0,4247
ag2012,20200617,21:02:42,500,4247
ag2012,20200617,21:02:43,0,4247
ag2012,20200617,21:02:43,500,4248
ag2012,20200617,21:02:44,0,4248
ag2012,20200617,21:02:44,500,4248
ag2012,20200617,21:02:45,0,4248
ag2012,20200617,21:02:45,500,4247
ag2012,20200617,21:02:46,0,4248
ag2012,20200617,21:02:46,500,4247
ag2012,20200617,21:02:47,0,4248
ag2012,20200617,21:02:47,500,4247
ag2012,20200617,21:02:48,0,4248
ag2012,20200617,21:02:48,500,4248
ag2012,20200617,21:02:49,0,4247
ag2012,20200617,21:02:49,500,4248
ag2012,20200617,21:02:50,0,4248
ag2012,20200617,21:02:50,500,4247
ag2012,20200617,21:02:51,0,4248
ag2012,20200617,21:02:51,500,4247
ag2012,20200617,21:02:52,0,4248
ag2012,20200617,21:02:52,500,4247
ag2012,20200617,21:02:53,0,4247
ag2012,20200617,21:02:53,500,4247
ag2012,20200617,21:02:54,0,4248
ag2012,20200617,21:02:54,500,4248
ag2012,20200617,21:02:55,0,4248
ag2012,20200617,21:02:55,500,4248
ag2012,20200617,21:02:56,0,4248
ag2012,20200617,21:02:56,500,4249
ag2012,20200617,21:02:57,0,4248
ag2012,20200617,21:02:57,500,4248
ag2012,20200617,21:02:58,0,4248
ag2012,20200617,21:02:58,500,4249
ag2012,20200617,21:02:59,0,4248
ag2012,20200617,21:02:59,500,4249
ag2012,20200617,21:03:00,0,4249
ag2012,20200617,21:03:00,500,4249
ag2012,20200617,21:03:01,0,4248
ag2012,20200617,21:03:01,500,4248
ag2012,20200617,21:03:02,0,4248
ag2012,20200617,21:03:02,500,4248
ag2012,20200617,21:03:03,0,4248
ag2012,20200617,21:03:03,500,4248
ag2012,20200617,21:03:04,0,4248
ag2012,20200617,21:03:04,500,4248
ag2012,20200617,21:03:05,0,4248
ag2012,20200617,21:03:05,500,4248
ag2012,20200617,21:03:06,0,4248
ag2012,20200617,21:03:06,500,4248
ag2012,20200617,21:03:07,0,4248
ag2012,20200617,21:03:07,500,4247
ag2012,20200617,21:03:08,0,4247
ag2012,20200617,21:03:08,500,4247
ag2012,20200617,21:03:09,0,4248
ag2012,20200617,21:03:09,500,4249
ag2012,20200617,21:03:10,0,4248
ag2012,20200617,21:03:10,500,4248
ag2012,20200617,21:03:11,0,4249
ag2012,20200617,21:03:11,500,4249
ag2012,20200617,21:03:12,0,4249
ag2012,20200617,21:03:12,500,4249
ag2012,20200617,21:03:13,0,4249
ag2012,20200617,21:03:13,500,4248
ag2012,20200617,21:03:14,0,4248
ag2012,20200617,21:03:14,500,4249
ag2012,20200617,21:03:15,0,4249
ag2012,20200617,21:03:15,500,4249
ag2012,20200617,21:03:16,0,4249
ag2012,20200617,21:03:16,500,4249
ag2012,20200617,21:03:17,0,4249
ag2012,20200617,21:03:17,500,4250
ag2012,20200617,21:03:18,0,4249
ag2012,20200617,21:03:18,500,4250
ag2012,20200617,21:03:19,0,4250
ag2012,20200617,21:03:19,500,4249
ag2012,20200617,21:03:20,0,4249
ag2012,20200617,21:03:20,500,4249
ag2012,20200617,21:03:21,0,4249
ag2012,20200617,21:03:21,500,4250
ag2012,20200617,21:03:22,0,4249
ag2012,20200617,21:03:22,500,4249
ag2012,20200617,21:03:23,0,4249
ag2012,20200617,21:03:23,500,4249
ag2012,20200617,21:03:24,0,4249
ag2012,20200617,21:03:24,500,4249
ag2012,20200617,21:03:25,0,4249
ag2012,20200617,21:03:25,500,4249
ag2012,20200617,21:03:26,0,4250
ag2012,20200617,21:03:26,500,4250
ag2012,20200617,21:03:27,0,4249
ag2012,20200617,21:03:27,500,4250
ag2012,20200617,21:03:28,0,4250
ag2012,20200617,21:03:28,500,4250
ag2012,20200617,21:03:29,0,4249
ag2012,20200617,21:03:29,500,4250
ag2012,20200617,21:03:30,0,4250
ag2012,20200617,21:03:30,500,4249
ag2012,20200617,21:03:31,0,4250
ag2012,20200617,21:03:31,500,4250
ag2012,20200617,21:03:32,0,4250
ag2012,20200617,21:03:32,500,4250
ag2012,20200617,21:03:33,0,4250
ag2012,20200617,21:03:33,500,4250
ag2012,20200617,21:03:34,0,4250
ag2012,20200617,21:03:34,500,4249
ag2012,20200617,21:03:35,0,4250
ag2012,20200617,21:03:35,500,4250
ag2012,20200617,21:03:36,0,4249
ag2012,20200617,21:03:36,500,4250
ag2012,20200617,21:03:37,0,4250
ag2012,20200617,21:03:37,500,4250
ag2012,20200617,21:03:38,0,4250
ag2012,20200617,21:03:38,500,4250
ag2012,20200617,21:03:39,0,4250
ag2012,20200617,21:03:39,500,4250
ag2012,20200617,21:03:40,0,4250
ag2012,20200617,21:03:40,500,4250
ag2012,20200617,21:03:41,0,4250
ag2012,20200617,21:03:41,500,4250
ag2012,20200617,21:03:42,0,4250
ag2012,20200617,21:03:42,500,4250
ag2012,20200617,21:03:43,0,4249
ag2012,20200617,21:03:43,500,4249
ag2012,20200617,21:03:44,0,4249
ag2012,20200617,21:03:44,500,4249
ag2012,20200617,21:03:45,0,4249
ag2012,20200617,21:03:45,500,4249
ag2012,20200617,21:03:46,0,4249
ag2012,20200617,21:03:46,500,4249
ag2012,20200617,21:03:47,0,4249
ag2012,20200617,21:03:47,500,4249
ag2012,20200617,21:03:48,0,4248
ag2012,20200617,21:03:48,500,4249
ag2012,20200617,21:03:49,0,4248
ag2012,20200617,21:03:49,500,4249
ag2012,20200617,21:03:50,0,4249
ag2012,20200617,21:03:50,500,4249
ag2012,20200617,21:03:51,0,4248
ag2012,20200617,21:03:51,500,4249
ag2012,20200617,21:03:52,0,4249
ag2012,20200617,21:03:52,500,4249
ag2012,20200617,21:03:53,0,4249
ag2012,20200617,21:03:53,500,4249
ag2012,20200617,21:03:54,0,4249
ag2012,20200617,21:03:54,500,4249
ag2012,20200617,21:03:55,0,4249
ag2012,20200617,21:03:55,500,4250
ag2012,20200617,21:03:56,0,4250
ag2012,20200617,21:03:56,500,4249
ag2012,20200617,21:03:57,0,4250
ag2012,20200617,21:03:57,500,4249
ag2012,20200617,21:03:58,0,4250
ag2012,20200617,21:03:58,500,4250
ag2012,20200617,21:03:59,0,4250
ag2012,20200617,21:03:59,500,4251
ag2012,20200617,21:04:00,0,4250
ag2012,20200617,21:04:00,500,4250
ag2012,20200617,21:04:01,0,4251
ag2012,20200617,21:04:01,500,4251
ag2012,20200617,21:04:02,0,4250
ag2012,20200617,21:04:02,500,4251
ag2012,20200617,21:04:03,0,4251
ag2012,20200617,21:04:03,500,4250
ag2012,20200617,21:04:04,0,4251
ag2012,20200617,21:04:04,500,4251
ag2012,20200617,21:04:05,0,4251
ag2012,20200617,21:04:05,500,4251
ag2012,20200617,21:04:06,0,4251
ag2012,20200617,21:04:06,500,4251
ag2012,20200617,21:04:07,0,4251
ag2012,20200617,21:04:07,500,4251
ag2012,20200617,21:04:08,0,4251
ag2012,20200617,21:04:08,500,4252
ag2012,20200617,21:04:09,0,4251
ag2012,20200617,21:04:09,500,4252
ag2012,20200617,21:04:10,0,4251
ag2012,20200617,21:04:10,500,4252
ag2012,20200617,21:04:11,0,4252
ag2012,20200617,21:04:11,500,4251
ag2012,20200617,21:04:12,0,4252
ag2012,20200617,21:04:12,500,4252
ag2012,20200617,21:04:13,0,4252
ag2012,20200617,21:04:13,500,4252
ag2012,20200617,21:04:14,0,4252
ag2012,20200617,21:04:14,500,4252
ag2012,20200617,21:04:15,0,4252
ag2012,20200617,21:04:15,500,4252
ag2012,20200617,21:04:16,0,4252
ag2012,20200617,21:04:16,500,4252
ag2012,20200617,21:04:17,0,4253
ag2012,20200617,21:04:17,500,4252
ag2012,20200617,21:04:18,0,4252
ag2012,20200617,21:04:18,500,4253
ag2012,20200617,21:04:19,0,4253
ag2012,20200617,21:04:19,500,4253
ag2012,20200617,21:04:20,0,4253
ag2012,20200617,21:04:20,500,4253
ag2012,20200617,21:04:21,0,4253
ag2012,20200617,21:04:21,500,4253
ag2012,20200617,21:04:22,0,4253
ag2012,20200617,21:04:22,500,4252
ag2012,20200617,21:04:23,0,4252
ag2012,20200617,21:04:23,500,4252
ag2012,20200617,21:04:24,0,4251
ag2012,20200617,21:04:24,500,4252
ag2012,20200617,21:04:25,0,4252
ag2012,20200617,21:04:25,500,4251
ag2012,20200617,21:04:26,0,4252
ag2012,20200617,21:04:26,500,4252
ag2012,20200617,21:04:27,0,4252
ag2012,20200617,21:04:27,500,4252
ag2012,20200617,21:04:28,0,4253
ag2012,20200617,21:04:28,500,4252
ag2012,20200617,21:04:29,0,4253
ag2012,20200617,21:04:29,500,4252
ag2012,20200617,21:04:30,0,4252
ag2012,20200617,21:04:30,500,4252
ag2012,20200617,21:04:31,0,4253
ag2012,20200617,21:04:31,500,4252
ag2012,20200617,21:04:32,0,4253
ag2012,20200617,21:04:32,500,4253
ag2012,20200617,21:04:33,0,4253
ag2012,20200617,21:04:33,500,4253
ag2012,20200617,21:04:34,0,4253
ag2012,20200617,21:04:34,500,4253
ag2012,20200617,21:04:35,0,4253
ag2012,20200617,21:04:35,500,4253
ag2012,20200617,21:04:36,0,4253
ag2012,20200617,21:04:36,500,4253
ag2012,20200617,21:04:37,0,4252
ag2012,20200617,21:04:37,500,4253
ag2012,20200617,21:04:38,0,4253
ag2012,20200617,21:04:38,500,4253
ag2012,20200617,21:04:39,0,4253
ag2012,20200617,21:04:39,500,4253
ag2012,20200617,21:04:40,0,4253
ag2012,20200617,21:04:40,500,4253
ag2012,20200617,21:04:41,0,4253
ag2012,20200617,21:04:41,500,4252
ag2012,20200617,21:04:42,0,4252
ag2012,20200617,21:04:42,500,4252
ag2012,20200617,21:04:43,0,4253
ag2012,20200617,21:04:43,500,4253
ag2012,20200617,21:04:44,0,4253
ag2012,20200617,21:04:44,500,4253
ag2012,20200617,21:04:45,0,4253
ag2012,20200617,21:04:45,500,4253
ag2012,20200617,21:04:46,0,4252
ag2012,20200617,21:04:46,500,4253
ag2012,20200617,21:04:47,0,4252
ag2012,20200617,21:04:47,500,4253
ag2012,20200617,21:04:48,0,4253
ag2012,20200617,21:04:48,500,4252
ag2012,20200617,21:04:49,0,4252
ag2012,20200617,21:04:49,500,4252
ag2012,20200617,21:04:50,0,4252
ag2012,20200617,21:04:50,500,4252
ag2012,20200617,21:04:51,0,4252
ag2012,20200617,21:04:51,500,4251
ag2012,20200617,21:04:52,0,4251
ag2012,20200617,21:04:52,500,4252
ag2012,20200617,21:04:53,0,4252
ag2012,20200617,21:04:53,500,4253
ag2012,20200617,21:04:54,0,4253
ag2012,20200617,21:04:54,500,4252
ag2012,20200617,21:04:55,0,4252
ag2012,20200617,21:04:55,500,4253
ag2012,20200617,21:04:56,0,4253
ag2012,20200617,21:04:56,500,4253
ag2012,20200617,21:04:57,0,4253
ag2012,20200617,21:04:57,500,4252
ag2012,20200617,21:04:58,0,4253
ag2012,20200617,21:04:58,500,4252
ag2012,20200617,21:04:59,0,4252
ag2012,20200617,21:04:59,500,4252
ag2012,20200617,21:05:00,0,4253
ag2012,20200617,21:05:00,500,4252
ag2012,20200617,21:05:01,0,4252
ag2012,20200617,21:05:01,500,4252
ag2012,20200617,21:05:02,0,4253
ag2012,20200617,21:05:02,500,4253
ag2012,20200617,21:05:03,0,4253
ag2012,20200617,21:05:03,500,4253
ag2012,20200617,21:05:04,0,4252
ag2012,20200617,21:05:04,500,4253
ag2012,20200617,21:05:05,0,4253
ag2012,20200617,21:05:05,500,4253
ag2012,20200617,21:05:06,0,4252
ag2012,20200617,21:05:06,500,4253
ag2012,20200617,21:05:07,0,4253
ag2012,20200617,21:05:07,500,4252
ag2012,20200617,21:05:08,0,4252
ag2012,20200617,21:05:08,500,4253
ag2012,20200617,21:05:09,0,4252
ag2012,20200617,21:05:09,500,4253
ag2012,20200617,21:05:10,0,4253
ag2012,20200617,21:05:10,500,4252
ag2012,20200617,21:05:11,0,4253
ag2012,20200617,21:05:11,500,4253
ag2012,20200617,21:05:12,0,4252
ag2012,20200617,21:05:12,500,4252
ag2012,20200617,21:05:13,0,4252
ag2012,20200617,21:05:13,500,4253
ag2012,20200617,21:05:14,0,4253
ag2012,20200617,21:05:14,500,4254
ag2012,20200617,21:05:15,0,4253
ag2012,20200617,21:05:15,500,4253
ag2012,20200617,21:05:16,0,4254
ag2012,20200617,21:05:16,500,4253
ag2012,20200617,21:05:17,0,4254
ag2012,20200617,21:05:17,500,4253
ag2012,20200617,21:05:18,0,4254
ag2012,20200617,21:05:18,500,4254
ag2012,20200617,21:05:19,0,4254
ag2012,20200617,21:05:19,500,4254
ag2012,20200617,21:05:20,0,4254
ag2012,20200617,21:05:20,500,4254
ag2012,20200617,21:05:21,0,4254
ag2012,20200617,21:05:21,500,4254
ag2012,20200617,21:05:22,0,4254
ag2012,20200617,21:05:22,500,4254
ag2012,20200617,21:05:23,0,4254
ag2012,20200617,21:05:23,500,4254
ag2012,20200617,21:05:24,0,4254
ag2012,20200617,21:05:24,500,4255
ag2012,20200617,21:05:25,0,4255
ag2012,20200617,21:05:25,500,4254
ag2012,20200617,21:05:26,0,4254
ag2012,20200617,21:05:26,500,4254
ag2012,20200617,21:05:27,0,4253
ag2012,20200617,21:05:27,500,4254
ag2012,20200617,21:05:28,0,4254
ag2012,20200617,21:05:28,500,4254
ag2012,20200617,21:05:29,0,4254
ag2012,20200617,21:05:29,500,4254
ag2012,20200617,21:05:30,0,4254
ag2012,20200617,21:05:30,500,4254
ag2012,20200617,21:05:31,0,4254
ag2012,20200617,21:05:31,500,4254
ag2012,20200617,21:05:32,0,4254
ag2012,20200617,21:05:32,500,4254
ag2012,20200617,21:05:33,0,4254
ag2012,20200617,21:05:33,500,4254
ag2012,20200617,21:05:34,0,4253
ag2012,20200617,21:05:34,500,4254
ag2012,20200617,21:05:35,0,4254
ag2012,20200617,21:05:35,500,4254
ag2012,20200617,21:05:36,0,4253
ag2012,20200617,21:05:36,500,4253
ag2012,20200617,21:05:37,0,4253
ag2012,20200617,21:05:37,500,4253
ag2012,20200617,21:05:38,0,4253
ag2012,20200617,21:05:38,500,4253
ag2012,20200617,21:05:39,0,4253
ag2012,20200617,21:05:39,500,4253
ag2012,20200617,21:05:40,0,4253
ag2012,20200617,21:05:40,500,4253
ag2012,20200617,21:05:41,0,4253
ag2012,20200617,21:05:41,500,4252
ag2012,20200617,21:05:42,0,4253
ag2012,20200617,21:05:42,500,4253
ag2012,20200617,21:05:43,0,4253
ag2012,20200617,21:05:43,500,4253
ag2012,20200617,21:05:44,0,4252
ag2012,20200617,21:05:44,500,4253
ag2012,20200617,21:05:45,0,4253
ag2012,20200617,21:05:45,500,4253
ag2012,20200617,21:05:46,0,4252
ag2012,20200617,21:05:46,500,4252
ag2012,20200617,21:05:47,0,4252
ag2012,20200617,21:05:47,500,4253
ag2012,20200617,21:05:48,0,4252
ag2012,20200617,21:05:48,500,4252
ag2012,20200617,21:05:49,0,4252
ag2012,20200617,21:05:49,500,4253
ag2012,20200617,21:05:50,0,4252
ag2012,20200617,21:05:50,500,4251
